t_sec,label, pax,pay,paz,pzx,pzy,pzz,pmx,pmy,pmz, bax,bay,baz,bzx,bzy,bzz,bmx,bmy,bmz
1680089601.898904,0,0,0,-0.000549,-0.000732,1.001404, -0.014954,0.022430,0.059814, 0.399980,-0.663180,0.428680, -0.034485,0.011414,0.905701, -11.222687,8.329163,10.706787, -0.300860,0.295120,0.077700
1680089601.949369,0,0,0,-0.001953,0.001404,1.002197, -0.074768,0.089722,-0.351410, 0.400960,-0.660660,0.427420, -0.061768,0.032166,0.897034, -4.882355,6.310425,7.745972, -0.278460,0.304920,0.084000
1680089601.998881,0,0,0,-0.001221,0.001404,1.004761, 0.022430,-0.104675,0.029907, 0.402920,-0.662340,0.425600, -0.049438,-0.082275,0.984436, -5.749664,4.201965,10.878754, -0.275660,0.301420,0.080500
1680089602.48083,0,0,0,-0.003723,-0.001709,0.997314, -0.052338,-0.007477,0.441132, 0.404180,-0.662480,0.428260, 0.047302,-0.062744,1.112366, -2.153320,6.168365,23.402405, -0.274680,0.306320,0.081620
1680089602.97257,0,0,0,0.001831,-0.000244,1.005249, -0.171967,-0.067291,-0.097198, 0.406140,-0.657020,0.428260, -0.044373,-0.070496,1.018860, -0.403748,1.914062,7.215118, -0.264460,0.308000,0.085680
1680089602.143091,0,0,0,0.001221,-0.000366,1.002075, -0.112152,-0.112152,0.052338, 0.406280,-0.660520,0.433300, -0.027100,-0.059692,1.003845, -2.130890,5.316010,10.041351, -0.268520,0.307300,0.082460
1680089602.184804,0,0,0,-0.014221,-0.001038,0.999695, -0.164490,-0.037384,0.314026, 0.406280,-0.660380,0.434420, -0.059021,-0.086426,1.024109, -4.755249,3.932800,16.434021, -0.264320,0.311080,0.079660
1680089602.233982,0,0,0,-0.001282,-0.000793,1.001648, -0.216827,-0.029907,0.246735, 0.406840,-0.661080,0.429100, -0.069275,-0.071411,1.015686, -3.237457,5.465546,19.708862, -0.266140,0.319340,0.082040
1680089602.283165,0,0,0,0.003052,0.000793,1.005432, -0.291595,-0.007477,0.074768, 0.399980,-0.661500,0.434700, -0.085571,-0.028320,1.062012, 1.532745,-1.263580,2.549591, -0.267120,0.308420,0.089040
1680089602.332368,0,0,0,0.000916,-0.000916,1.000122, -0.014954,-0.044861,-0.007477, 0.405580,-0.661080,0.431900, -0.027954,-0.061340,1.024780, 0.299072,2.579498,9.301147, -0.270480,0.312060,0.081340
1680089602.381797,0,0,0,-0.001526,0.000183,0.995605, -0.104675,-0.067291,-0.082245, 0.406280,-0.664720,0.427560, -0.031799,-0.059692,1.018555, -0.583191,0.052338,5.749664, -0.264180,0.311360,0.083860
1680089602.423531,0,0,0,-0.002747,-0.001282,1.002075, -0.112152,0.089722,0.164490, 0.403900,-0.663320,0.433020, -0.023254,-0.059387,1.017090, -0.426178,-0.029907,3.985138, -0.264740,0.313180,0.086660
1680089602.465268,0,0,0,0.000854,0.000122,0.998718, 0.044861,-0.014954,-0.157013, 0.404600,-0.664020,0.433300, -0.027344,-0.052673,1.020508, -1.622467,0.291595,0.306549, -0.268660,0.304500,0.086940
1680089602.514608,0,0,0,-0.000366,-0.000610,1.001770, 0.007477,0.067291,-0.037384, 0.402920,-0.663600,0.430080, -0.022095,-0.041626,1.014038, -0.067291,-5.091705,-11.432037, -0.268660,0.301700,0.084420
1680089602.564017,0,0,0,-0.002502,-0.001221,1.002136, -0.426178,0.007477,-0.014954, 0.399000,-0.664440,0.423780, 0.052368,-0.004639,1.006958, 3.611298,-0.186920,-17.420959, -0.250320,0.298340,0.092120
1680089602.621888,0,0,0,0.002319,0.000854,1.000916, -0.014954,0.074768,-0.254211, 0.406700,-0.663460,0.426300, 0.012207,-0.290649,1.135010, -4.867401,6.228180,5.443115, -0.245700,0.293720,0.091140
1680089602.679798,0,0,0,-0.001587,0.002197,1.001343, 0.000000,-0.171967,-0.067291, 0.402920,-0.661220,0.432320, -0.020691,0.051453,0.832520, -10.093689,1.570129,4.493561, -0.190400,0.299600,0.082460
1680089602.737446,0,0,0,0.003723,0.000671,1.006592, 0.112152,-0.119629,-0.224304, 0.406420,-0.666680,0.422100, 0.000305,0.323730,0.961609, -16.994781,13.742371,23.394928, -0.166740,0.297220,0.086520
1680089602.783704,0,0,0,0.003418,0.001892,0.997742, 0.089722,0.052338,-0.231781, 0.403760,-0.665700,0.428820, -0.572815,-0.148987,0.924561, -7.499237,12.725525,26.520233, -0.163240,0.282940,0.091980
1680089602.830066,0,0,0,-0.002502,-0.002747,1.002991, 0.485992,-0.164490,-0.314026, 0.406140,-0.658560,0.430500, -0.036499,-0.076416,1.047485, 2.534637,-10.938568,-2.676697, -0.136920,0.279160,0.104580
1680089602.882207,0,0,0,-0.000977,-0.000244,1.001221, -0.104675,-0.149536,-0.157013, 0.403900,-0.666540,0.428960, -0.038513,-0.080811,1.063538, -3.454285,0.515900,-9.824524, -0.136780,0.263620,0.106120
1680089602.940138,0,0,0,0.000793,0.000000,0.997009, -0.224304,-0.014954,-0.074768, 0.406140,-0.665840,0.420280, -0.066406,-0.320801,1.155457, -0.291595,0.523376,-3.379517, -0.109760,0.249760,0.113960
