datetime,microsec,label,impulses, pax,pay,paz,pzx,pzy,pzz,pmx,pmy,pmz, bax,bay,baz,bzx,bzy,bzz,bmx,bmy,bmz
Tue May 16 21:32:37 2023,405728,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.105280,0.007140,-0.052920, 0.310852,0.510193,1.054504, 0.134583,0.007477,0.127106, 0.346640,-0.308140,0.184380
Tue May 16 21:32:37 2023,464977,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107240,0.003360,-0.048160, 0.312927,0.505310,1.062378, 0.224304,0.074768,0.164490, 0.345100,-0.311220,0.180320
Tue May 16 21:32:37 2023,524435,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106260,0.009660,-0.053480, 0.312805,0.507202,1.058716, 0.134583,-0.052338,0.074768, 0.343840,-0.314440,0.184100
Tue May 16 21:32:37 2023,579916,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.109340,0.006720,-0.056840, 0.311096,0.508240,1.060059, 0.119629,-0.194397,-0.194397, 0.342440,-0.310100,0.179200
Tue May 16 21:32:37 2023,631105,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.108780,0.008540,-0.052640, 0.308716,0.508789,1.059998, -0.022430,-0.134583,-0.029907, 0.347060,-0.311360,0.186900
Tue May 16 21:32:37 2023,687203,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107660,0.006160,-0.049140, 0.311401,0.506836,1.059937, -0.014954,-0.112152,0.067291, 0.344260,-0.308700,0.183820
Tue May 16 21:32:37 2023,746572,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106820,0.010920,-0.045360, 0.309753,0.507019,1.054016, 0.142059,-0.134583,-0.314026, 0.344540,-0.309260,0.182840
Tue May 16 21:32:37 2023,805949,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.109480,0.007140,-0.048720, 0.307373,0.508789,1.063477, -0.067291,0.037384,-0.164490, 0.347060,-0.311360,0.188300
Tue May 16 21:32:37 2023,865417,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106960,0.006300,-0.054040, 0.311157,0.504822,1.060791, 0.097198,-0.351410,-0.074768, 0.344260,-0.313040,0.190540
Tue May 16 21:32:37 2023,924911,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.105840,0.005740,-0.049280, 0.310181,0.509277,1.056274, -0.029907,-0.059814,-0.164490, 0.343840,-0.312060,0.190680
Tue May 16 21:32:37 2023,984381,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.104720,0.007980,-0.049000, 0.309631,0.509094,1.059692, -0.007477,-0.149536,-0.328979, 0.341180,-0.308840,0.193200
Tue May 16 21:32:38 2023,035674,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107520,0.009660,-0.051660, 0.315247,0.507019,1.059082, 0.142059,-0.089722,-0.014954, 0.345520,-0.307580,0.189560
Tue May 16 21:32:38 2023,086982,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.103600,0.007420,-0.056280, 0.310608,0.509094,1.060852, -0.209351,-0.194397,-0.291595, 0.341180,-0.305340,0.186760
Tue May 16 21:32:38 2023,146591,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.110740,0.008260,-0.051240, 0.313110,0.507080,1.061035, -0.112152,-0.396271,-0.022430, 0.343560,-0.309260,0.184940
Tue May 16 21:32:38 2023,206081,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.105280,0.008120,-0.050960, 0.312866,0.505066,1.062866, -0.044861,0.097198,0.127106, 0.343700,-0.306180,0.183260
Tue May 16 21:32:38 2023,265437,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.108360,0.006720,-0.047880, 0.308044,0.509583,1.059570, -0.052338,-0.022430,0.029907, 0.344260,-0.308560,0.182560
Tue May 16 21:32:38 2023,324928,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.108920,0.006860,-0.046200, 0.311768,0.508057,1.059875, -0.082245,-0.254211,0.186920, 0.345940,-0.310800,0.187460
Tue May 16 21:32:38 2023,384399,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107520,0.005460,-0.056560, 0.310608,0.509216,1.060791, 0.037384,-0.186920,0.104675, 0.343280,-0.305900,0.192780
Tue May 16 21:32:38 2023,443857,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.104300,-0.000140,-0.049140, 0.312195,0.506836,1.054199, -0.164490,-0.194397,-0.149536, 0.343140,-0.310800,0.193620
Tue May 16 21:32:38 2023,496308,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107380,0.005180,-0.051660, 0.311829,0.507812,1.060608, 0.059814,-0.239258,-0.343933, 0.341180,-0.306320,0.188300
Tue May 16 21:32:38 2023,548665,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107240,0.009660,-0.053200, 0.311035,0.507812,1.060669, -0.119629,-0.052338,-0.164490, 0.346920,-0.306460,0.186760
Tue May 16 21:32:38 2023,608353,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.103880,0.002940,-0.051240, 0.311035,0.508667,1.059509, 0.052338,0.014954,-0.014954, 0.345660,-0.311780,0.195580
Tue May 16 21:32:38 2023,668098,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.105000,0.004620,-0.052920, 0.310547,0.507019,1.056580, 0.179443,-0.067291,-0.007477, 0.349860,-0.311360,0.191940
Tue May 16 21:32:38 2023,727374,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.110040,0.007140,-0.058660, 0.310364,0.506409,1.058838, 0.082245,-0.171967,-0.261688, 0.343280,-0.305900,0.191940
Tue May 16 21:32:38 2023,786779,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.109340,0.011340,-0.058800, 0.311768,0.509033,1.062317, 0.089722,-0.074768,-0.104675, 0.343700,-0.302960,0.186760
Tue May 16 21:32:38 2023,846148,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.105980,0.005320,-0.059360, 0.306274,0.511963,1.059998, 0.097198,-0.059814,-0.343933, 0.345380,-0.311780,0.188440
Tue May 16 21:32:38 2023,905501,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.108640,0.007700,-0.055160, 0.313171,0.507568,1.055542, -0.029907,-0.097198,-0.014954, 0.346360,-0.301420,0.188160
Tue May 16 21:32:38 2023,958124,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.108080,0.011620,-0.055580, 0.311523,0.503296,1.057922, 0.224304,-0.037384,0.216827, 0.348040,-0.304500,0.192920
Tue May 16 21:32:39 2023,009333,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106960,0.006860,-0.054180, 0.310669,0.507751,1.058044, 0.134583,-0.194397,0.074768, 0.345660,-0.304080,0.187040
Tue May 16 21:32:39 2023,068782,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.103180,0.009100,-0.049980, 0.306580,0.512695,1.060364, -0.112152,-0.082245,0.074768, 0.350000,-0.308000,0.191240
Tue May 16 21:32:39 2023,128132,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.104860,0.001540,-0.055020, 0.308044,0.508423,1.058716, -0.157013,-0.097198,0.127106, 0.346220,-0.307860,0.183820
Tue May 16 21:32:39 2023,187420,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106260,0.009940,-0.053760, 0.313599,0.503845,1.058594, -0.022430,-0.157013,0.044861, 0.352660,-0.308140,0.183680
Tue May 16 21:32:39 2023,246839,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.110880,0.011200,-0.053480, 0.312927,0.507446,1.057312, 0.179443,-0.059814,-0.082245, 0.349580,-0.307020,0.180320
Tue May 16 21:32:39 2023,306262,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.104160,0.005040,-0.060760, 0.309082,0.513123,1.052124, -0.097198,-0.082245,0.306549, 0.347760,-0.308700,0.177660
Tue May 16 21:32:39 2023,365630,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106400,0.000140,-0.057120, 0.311462,0.504761,1.055115, 0.186920,-0.119629,0.044861, 0.344540,-0.306740,0.188300
Tue May 16 21:32:39 2023,417975,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107240,0.009940,-0.057120, 0.312805,0.506958,1.055847, 0.074768,-0.269165,-0.104675, 0.344540,-0.307020,0.185780
Tue May 16 21:32:39 2023,469189,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.105000,0.008820,-0.060200, 0.310242,0.510132,1.062561, -0.022430,-0.104675,-0.164490, 0.349020,-0.310240,0.183680
Tue May 16 21:32:39 2023,528665,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.113260,0.004200,-0.064820, 0.311829,0.508301,1.057495, -0.022430,-0.231781,-0.127106, 0.346360,-0.308840,0.191520
Tue May 16 21:32:39 2023,588056,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107660,0.011200,-0.058100, 0.311096,0.509155,1.055176, 0.127106,-0.157013,0.104675, 0.347340,-0.303240,0.183120
Tue May 16 21:32:39 2023,647336,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.109200,0.008540,-0.066780, 0.309937,0.510864,1.057251, -0.022430,-0.269165,-0.201874, 0.347620,-0.308700,0.191380
Tue May 16 21:32:39 2023,706885,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107100,0.006440,-0.061320, 0.307007,0.509521,1.058044, -0.007477,-0.097198,0.112152, 0.345940,-0.307020,0.192360
Tue May 16 21:32:39 2023,766103,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.104440,0.006440,-0.060480, 0.312805,0.505981,1.058533, 0.224304,-0.194397,0.201874, 0.345380,-0.307440,0.185920
Tue May 16 21:32:39 2023,823641,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107240,0.007560,-0.056420, 0.308716,0.509460,1.058838, 0.052338,-0.201874,0.037384, 0.348600,-0.311080,0.184940
Tue May 16 21:32:39 2023,874930,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106680,0.007420,-0.059920, 0.312805,0.509949,1.058838, -0.037384,-0.171967,-0.022430, 0.347760,-0.310800,0.187740
Tue May 16 21:32:39 2023,930763,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.109200,0.010080,-0.049420, 0.308533,0.509277,1.062073, -0.149536,-0.104675,-0.059814, 0.347480,-0.306880,0.187180
Tue May 16 21:32:39 2023,990132,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106120,0.003080,-0.057400, 0.313354,0.506836,1.062744, 0.029907,-0.007477,-0.142059, 0.351120,-0.305060,0.182700
Tue May 16 21:32:40 2023,049529,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.104860,0.003500,-0.064120, 0.310608,0.508423,1.059326, -0.052338,-0.284119,-0.097198, 0.348040,-0.307440,0.191800
Tue May 16 21:32:40 2023,108857,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107660,0.006720,-0.061740, 0.310303,0.508911,1.062317, -0.052338,-0.164490,-0.029907, 0.349580,-0.306880,0.184380
Tue May 16 21:32:40 2023,168231,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.112000,0.006300,-0.059220, 0.312317,0.506653,1.059875, 0.343933,-0.209351,-0.037384, 0.349160,-0.306460,0.186620
Tue May 16 21:32:40 2023,227508,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.108780,0.003080,-0.066220, 0.308960,0.508728,1.060730, 0.418701,-0.299072,-0.142059, 0.347340,-0.304360,0.186200
Tue May 16 21:32:40 2023,281274,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106960,-0.000980,-0.060340, 0.311096,0.508728,1.061462, 0.014954,0.037384,0.089722, 0.347200,-0.305480,0.185920
Tue May 16 21:32:40 2023,333622,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.113400,0.005460,-0.063840, 0.313416,0.507507,1.062317, 0.052338,-0.127106,-0.134583, 0.347340,-0.312480,0.188580
Tue May 16 21:32:40 2023,392879,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.105980,0.009800,-0.059220, 0.310547,0.507812,1.056213, 0.179443,-0.276642,-0.388794, 0.351400,-0.308840,0.187460
Tue May 16 21:32:40 2023,452298,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.108080,0.004060,-0.059920, 0.315247,0.509583,1.061768, 0.082245,-0.089722,0.097198, 0.350140,-0.310800,0.186480
Tue May 16 21:32:40 2023,511758,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.108360,0.007840,-0.059080, 0.315002,0.507019,1.057129, 0.089722,0.127106,0.082245, 0.345800,-0.306180,0.184660
Tue May 16 21:32:40 2023,571200,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106260,0.008260,-0.061600, 0.310059,0.508606,1.059692, -0.014954,-0.254211,0.104675, 0.351680,-0.311220,0.193340
Tue May 16 21:32:40 2023,630594,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.109340,0.009240,-0.056700, 0.304443,0.511536,1.060059, 0.119629,-0.194397,0.082245, 0.349020,-0.312900,0.189140
Tue May 16 21:32:40 2023,689984,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107520,0.010780,-0.055860, 0.311768,0.511353,1.058655, 0.052338,-0.037384,-0.157013, 0.348460,-0.311500,0.186340
Tue May 16 21:32:40 2023,741304,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.108220,0.008260,-0.062300, 0.312256,0.505920,1.055725, 0.067291,-0.127106,-0.112152, 0.346360,-0.310800,0.187880
Tue May 16 21:32:40 2023,793727,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.108780,0.007700,-0.054460, 0.314392,0.507690,1.059937, -0.022430,-0.201874,0.082245, 0.353500,-0.312760,0.194600
Tue May 16 21:32:40 2023,853356,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.110880,0.009520,-0.059220, 0.310181,0.509705,1.059753, 0.000000,-0.231781,-0.254211, 0.352800,-0.306740,0.186760
Tue May 16 21:32:40 2023,912967,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107800,0.009660,-0.061600, 0.309998,0.507751,1.061951, -0.052338,-0.007477,0.014954, 0.346920,-0.313320,0.192500
Tue May 16 21:32:40 2023,972582,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.110600,0.008120,-0.062440, 0.309143,0.509094,1.056641, -0.014954,-0.082245,0.157013, 0.347060,-0.311920,0.192780
Tue May 16 21:32:41 2023,032100,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.109620,0.006720,-0.061320, 0.313965,0.509399,1.057739, 0.074768,-0.403748,0.000000, 0.347620,-0.308000,0.189560
Tue May 16 21:32:41 2023,091727,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.110600,0.006160,-0.058240, 0.307983,0.508545,1.059387, -0.127106,-0.171967,-0.082245, 0.348460,-0.308700,0.188020
Tue May 16 21:32:41 2023,151336,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107380,-0.003220,-0.054740, 0.310730,0.508850,1.060730, -0.112152,-0.104675,-0.254211, 0.352660,-0.303940,0.192360
Tue May 16 21:32:41 2023,204021,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.104300,0.009240,-0.060760, 0.310852,0.508118,1.056213, -0.052338,0.074768,0.044861, 0.348180,-0.307720,0.196700
Tue May 16 21:32:41 2023,255264,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.108220,0.009800,-0.060760, 0.310303,0.508545,1.060547, 0.014954,0.328979,0.142059, 0.350840,-0.305060,0.192220
Tue May 16 21:32:41 2023,314791,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106960,0.008820,-0.063280, 0.305725,0.501953,1.055298, 0.343933,0.089722,0.022430, 0.350560,-0.305900,0.187320
Tue May 16 21:32:41 2023,374426,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107380,0.010500,-0.057960, 0.313721,0.504700,1.059143, 0.119629,-0.792542,-0.067291, 0.350840,-0.306460,0.192640
Tue May 16 21:32:41 2023,434079,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.109340,0.006580,-0.058940, 0.321960,0.514343,1.065857, 0.157013,-0.403748,0.134583, 0.349300,-0.309260,0.193340
Tue May 16 21:32:41 2023,493719,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106400,0.006720,-0.055860, 0.308533,0.515869,1.059692, -0.343933,0.067291,0.157013, 0.348460,-0.307860,0.185220
Tue May 16 21:32:41 2023,553359,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107520,0.007280,-0.058520, 0.302612,0.506348,1.053589, -0.299072,-0.201874,-0.089722, 0.352100,-0.311080,0.182700
Tue May 16 21:32:41 2023,612976,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106260,0.005600,-0.055300, 0.310059,0.508545,1.060242, -0.029907,-0.246735,-0.014954, 0.352100,-0.306460,0.192080
Tue May 16 21:32:41 2023,664190,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.105560,0.006720,-0.054040, 0.314209,0.508667,1.060730, 0.343933,-0.097198,-0.568237, 0.342860,-0.301000,0.186480
Tue May 16 21:32:41 2023,715472,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.109480,0.007140,-0.060340, 0.311890,0.510315,1.057983, -0.007477,-0.373840,-0.590668, 0.351260,-0.304500,0.183120
Tue May 16 21:32:41 2023,775216,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107380,0.005180,-0.054880, 0.307800,0.508911,1.057495, 0.059814,-0.149536,-0.441132, 0.350840,-0.304640,0.189420
Tue May 16 21:32:41 2023,834696,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107240,-0.004900,-0.054880, 0.318115,0.505798,1.062317, 0.037384,-0.508423,-0.471039, 0.349860,-0.307580,0.178220
Tue May 16 21:32:41 2023,894208,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106120,0.005880,-0.056560, 0.315674,0.504333,1.065247, 0.029907,-0.785065,-0.859833, 0.355040,-0.305480,0.184940
Tue May 16 21:32:41 2023,953814,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.103180,0.006860,-0.053900, 0.318054,0.510315,1.062195, -0.082245,-0.388794,-0.448608, 0.350840,-0.304360,0.191520
Tue May 16 21:32:42 2023,013443,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.104160,0.008820,-0.053200, 0.305725,0.511230,1.056580, 0.089722,-0.119629,-0.179443, 0.347760,-0.306460,0.183400
Tue May 16 21:32:42 2023,073064,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.104300,0.001820,-0.050540, 0.317688,0.507385,1.064209, -0.194397,-0.433655,0.149536, 0.351820,-0.305620,0.185220
Tue May 16 21:32:42 2023,124302,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107100,0.007420,-0.058100, 0.311584,0.504272,1.056702, 0.171967,-0.194397,-0.321503, 0.348600,-0.309540,0.190540
Tue May 16 21:32:42 2023,176925,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.111160,0.010080,-0.061880, 0.318787,0.504150,1.064941, 0.127106,-0.388794,0.134583, 0.346360,-0.305340,0.192080
Tue May 16 21:32:42 2023,236359,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106120,0.011620,-0.050540, 0.313171,0.509338,1.060425, 0.097198,-0.044861,0.448608, 0.350420,-0.304500,0.189700
Tue May 16 21:32:42 2023,295979,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.105840,0.014000,-0.052500, 0.306641,0.510864,1.059814, -0.014954,0.209351,0.388794, 0.347060,-0.303660,0.188580
Tue May 16 21:32:42 2023,355578,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106260,0.003080,-0.053200, 0.307129,0.505310,1.055603, -0.059814,-0.067291,0.433655, 0.349300,-0.305480,0.185500
Tue May 16 21:32:42 2023,415191,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.098980,0.007000,-0.059360, 0.311951,0.505066,1.062134, 0.000000,-0.299072,-0.164490, 0.348040,-0.306040,0.187740
Tue May 16 21:32:42 2023,474795,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.109620,0.012740,-0.047740, 0.310974,0.511292,1.061340, 0.022430,-0.239258,-0.059814, 0.344120,-0.307860,0.190540
Tue May 16 21:32:42 2023,529622,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.109200,0.012180,-0.049000, 0.312073,0.489624,1.059265, -0.029907,-0.059814,0.052338, 0.345380,-0.308700,0.188720
Tue May 16 21:32:42 2023,580889,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.101360,0.007000,-0.060480, 0.317139,0.505920,1.059875, -0.022430,-0.254211,0.007477, 0.346920,-0.306040,0.184100
Tue May 16 21:32:42 2023,640050,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.103740,0.007280,-0.063560, 0.310974,0.509583,1.057739, -0.074768,-0.261688,0.074768, 0.344260,-0.309120,0.182000
Tue May 16 21:32:42 2023,699688,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.104300,0.007700,-0.065660, 0.309692,0.505798,1.057983, -0.119629,-0.179443,-0.224304, 0.349720,-0.314440,0.183540
Tue May 16 21:32:42 2023,759028,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.110320,0.007140,-0.058800, 0.308594,0.503723,1.056335, -0.209351,-0.456085,-0.164490, 0.349300,-0.305480,0.180320
Tue May 16 21:32:42 2023,818527,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106120,0.010500,-0.053060, 0.314941,0.508850,1.060425, 0.433655,0.448608,0.231781, 0.347620,-0.303520,0.184800
Tue May 16 21:32:42 2023,878068,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106540,0.007000,-0.053900, 0.289673,0.515625,1.060486, 0.022430,-1.353302,-0.680389, 0.352380,-0.308980,0.193200
Tue May 16 21:32:42 2023,937654,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106260,0.006440,-0.053480, 0.305664,0.517334,1.063599, -0.059814,-0.157013,-0.373840, 0.344680,-0.307020,0.190540
Tue May 16 21:32:42 2023,990071,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.105000,0.013580,-0.053620, 0.299622,0.515259,1.059448, -0.052338,0.127106,-0.276642, 0.348600,-0.305200,0.185640
Tue May 16 21:32:43 2023,041257,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106400,0.009520,-0.049980, 0.311646,0.504272,1.057190, -0.104675,-0.149536,-0.732727, 0.349160,-0.305480,0.185640
Tue May 16 21:32:43 2023,100716,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107800,0.001680,-0.049000, 0.308899,0.498596,1.064331, 0.216827,-0.276642,-0.149536, 0.345380,-0.309960,0.180040
Tue May 16 21:32:43 2023,160324,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107240,0.005880,-0.051380, 0.316833,0.503662,1.065735, 0.082245,-0.029907,0.284119, 0.349300,-0.305340,0.185780
Tue May 16 21:32:43 2023,219953,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107660,0.005740,-0.053340, 0.304382,0.512390,1.057190, -0.029907,0.186920,0.396271, 0.352240,-0.302540,0.184800
Tue May 16 21:32:43 2023,279438,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107240,0.005180,-0.055440, 0.304810,0.513123,1.051086, -0.037384,-0.082245,0.373840, 0.349160,-0.304360,0.183960
Tue May 16 21:32:43 2023,339033,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.111020,0.001400,-0.059220, 0.315308,0.505676,1.060120, 0.037384,-0.299072,0.082245, 0.349300,-0.308420,0.183260
Tue May 16 21:32:43 2023,398544,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.111160,0.006300,-0.056700, 0.315063,0.506653,1.061584, 0.149536,-0.171967,-0.014954, 0.351260,-0.305060,0.179340
Tue May 16 21:32:43 2023,449822,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.112560,0.008960,-0.052360, 0.312134,0.506042,1.061157, -0.014954,-0.164490,0.149536, 0.351260,-0.309960,0.185080
Tue May 16 21:32:43 2023,501012,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.102480,0.011620,-0.058940, 0.306580,0.506165,1.058289, -0.112152,-0.142059,0.044861, 0.348040,-0.308840,0.190260
Tue May 16 21:32:43 2023,560385,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106260,0.007280,-0.059780, 0.306580,0.510681,1.059204, 0.201874,-0.112152,-0.014954, 0.352240,-0.308560,0.183680
Tue May 16 21:32:43 2023,620006,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.107240,0.004200,-0.048160, 0.311218,0.508789,1.061096, 0.179443,-0.201874,-0.112152, 0.346360,-0.308980,0.186340
Tue May 16 21:32:43 2023,679164,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.110740,0.002800,-0.054600, 0.310547,0.508118,1.061279, -0.067291,-0.209351,-0.500946, 0.347760,-0.308420,0.187600
Tue May 16 21:32:43 2023,738701,13,0,-0.004456,-0.002686,0.990295, -0.044861,0.149536,-0.007477, 0.106960,0.005320,-0.054320, 0.312134,0.505981,1.056641, -0.022430,-0.194397,-0.530853, 0.349020,-0.305340,0.186340
