datetime,microsec,label,impulses, pax,pay,paz,pzx,pzy,pzz,pmx,pmy,pmz, bax,bay,baz,bzx,bzy,bzz,bmx,bmy,bmz
Tue May 16 21:25:45 2023,773348,0,0,-0.002686,-0.002563,1.008057, 0.171967,-1.323395,-0.695343, 0.499100,-0.111300,0.548940, 0.007690,0.001648,1.004761, -5.039368,12.164764,7.723541, -0.073920,-0.120820,0.451360
Tue May 16 21:25:45 2023,832948,0,0,-0.003296,0.001770,0.984680, -0.082245,-2.489777,-1.450500, 0.466620,-0.118020,0.548100, 0.007385,0.003479,1.003723, -5.024414,11.895599,7.902985, -0.077420,-0.123900,0.445620
Tue May 16 21:25:45 2023,892449,0,0,-0.014282,0.002747,0.987061, 0.149536,-3.005676,-1.233673, 0.472080,-0.119000,0.550760, 0.009094,-0.008484,1.003357, -4.949646,11.761017,8.433838, -0.073780,-0.123200,0.443380
Tue May 16 21:25:45 2023,951653,0,0,0.002380,-0.012756,1.006226, 0.029907,-2.063599,-1.031799, 0.477400,-0.117320,0.551740, 0.007690,0.001648,1.006409, -4.837494,11.491852,8.658142, -0.082460,-0.128240,0.445480
Tue May 16 21:25:46 2023,010903,0,0,-0.010681,0.001465,0.984375, -0.246735,-1.876678,-1.024323, 0.470820,-0.122220,0.552720, 0.004456,0.001892,1.011414, -4.934692,11.536713,8.516083, -0.071400,-0.124180,0.448140
Tue May 16 21:25:46 2023,070204,0,0,-0.010864,0.001953,0.989441, -0.291595,-1.151428,-0.186920, 0.470820,-0.112560,0.553280, 0.004272,0.004944,1.009766, -4.987030,11.491852,7.237549, -0.070140,-0.125860,0.446740
Tue May 16 21:25:46 2023,122583,0,0,-0.007812,0.000977,0.982788, -0.104675,-1.644897,-0.112152, 0.472360,-0.113260,0.554120, 0.000732,-0.000854,1.006958, -4.957123,11.820831,8.665619, -0.076860,-0.125860,0.442680
Tue May 16 21:25:46 2023,169582,0,0,0.004517,0.001770,0.998840, -0.665436,-2.056122,-1.330872, 0.473900,-0.115920,0.554400, 0.002625,0.000488,1.011230, -4.867401,11.521759,8.874969, -0.079800,-0.126560,0.440160
Tue May 16 21:25:46 2023,218229,0,0,-0.006348,-0.000610,0.997009, -0.560760,-2.310333,-0.373840, 0.472920,-0.117740,0.554400, 0.008728,-0.005371,1.007629, -4.717865,11.028290,9.555359, -0.077140,-0.125860,0.444220
Tue May 16 21:25:46 2023,277519,0,0,0.003174,-0.008057,1.011475, -0.620575,-2.616882,-0.844879, 0.471520,-0.116480,0.551880, 0.004639,-0.007812,1.008789, -4.635620,11.716156,8.927307, -0.076020,-0.126280,0.439880
Tue May 16 21:25:46 2023,336833,0,0,-0.003235,0.000977,1.001160, -0.485992,-1.525269,-0.657959, 0.466480,-0.112700,0.557760, 0.003174,0.005493,1.013611, -6.901093,11.828308,8.904877, -0.077840,-0.124320,0.442540
Tue May 16 21:25:46 2023,396122,0,0,0.001221,0.000305,0.990479, -0.067291,-0.366364,-0.299072, 0.473480,-0.113680,0.551740, 0.002075,0.003723,1.010498, -4.987030,11.731110,8.418884, -0.072100,-0.127960,0.443380
Tue May 16 21:25:46 2023,455497,0,0,-0.001221,0.000732,1.006348, 0.149536,-0.882263,-0.343933, 0.472640,-0.116200,0.549500, 0.001648,0.006409,1.014038, -4.949646,11.633911,9.069366, -0.075040,-0.123200,0.434140
Tue May 16 21:25:46 2023,514874,0,0,-0.002136,-0.003540,0.997192, 0.127106,-2.183228,-0.957031, 0.469420,-0.113400,0.551880, 0.006348,0.006165,1.013123, -5.144043,11.761017,8.605804, -0.075600,-0.122080,0.439460
Tue May 16 21:25:46 2023,564082,0,0,0.002380,0.000244,0.999939, 0.022430,-2.220612,-1.211243, 0.473060,-0.116200,0.549360, 0.003601,0.000610,1.011841, -5.151520,11.753540,8.874969, -0.071820,-0.116200,0.440580
Tue May 16 21:25:46 2023,611967,0,0,-0.001709,0.006958,0.997620, 0.127106,-1.547699,-0.545807, 0.470960,-0.114380,0.545580, -0.002747,0.002319,1.010986, -4.852448,11.611481,8.471222, -0.075040,-0.121100,0.447160
Tue May 16 21:25:46 2023,665300,0,0,0.001892,0.002441,0.994080, 0.119629,-1.816864,-0.657959, 0.472500,-0.115500,0.544600, 0.003235,0.005188,1.013977, -4.912262,11.843262,8.030090, -0.077280,-0.125160,0.437080
Tue May 16 21:25:46 2023,724842,0,0,-0.004211,0.003723,0.982971, -0.231781,-1.644897,-0.755157, 0.469980,-0.111300,0.548940, 0.002991,0.002014,1.012817, -4.859924,11.514282,7.858124, -0.073640,-0.125300,0.441560
Tue May 16 21:25:46 2023,784587,0,0,0.003113,-0.003540,0.991211, 0.059814,-1.794434,-1.069183, 0.467040,-0.111860,0.555100, 0.003540,0.004211,1.030762, -4.837494,11.835785,7.723541, -0.073360,-0.124600,0.440160
Tue May 16 21:25:46 2023,843975,0,0,-0.001526,0.000549,0.995850, -0.089722,-2.856140,-1.143951, 0.469000,-0.112560,0.548660, 0.002502,0.000977,1.013367, -4.815063,11.798401,7.686157, -0.073640,-0.117460,0.441560
Tue May 16 21:25:46 2023,903421,0,0,-0.003174,0.001099,0.994263, -0.224304,-3.013153,-1.390686, 0.472360,-0.112840,0.551320, 0.006287,-0.002502,1.012085, -4.725342,11.985321,7.529144, -0.075460,-0.124600,0.442260
Tue May 16 21:25:46 2023,963177,0,0,-0.004211,0.005493,0.985168, -0.134583,-2.003784,-1.016846, 0.466760,-0.111580,0.553980, 0.004211,0.003052,1.017456, -4.837494,11.775970,7.932892, -0.073780,-0.124180,0.444920
Tue May 16 21:25:47 2023,010279,0,0,0.002319,0.014771,0.983154, -0.246735,-1.689758,-0.942078, 0.466620,-0.118440,0.553700, 0.004333,0.002991,1.016724, -4.695435,11.753540,8.097382, -0.077420,-0.121240,0.441700
Tue May 16 21:25:47 2023,057396,0,0,-0.007141,0.006409,0.981628, -0.598145,-2.108459,-1.143951, 0.464380,-0.113540,0.543340, 0.000977,-0.004028,1.012695, -4.957123,11.626434,8.314209, -0.083160,-0.120120,0.446460
Tue May 16 21:25:47 2023,114536,0,0,-0.000427,-0.003601,0.999023, -0.179443,-1.607513,-0.785065, 0.467600,-0.114100,0.542920, 0.001953,0.011414,1.022705, -4.830017,11.409607,8.620758, -0.079800,-0.121100,0.447020
Tue May 16 21:25:47 2023,173903,0,0,-0.000916,-0.000122,0.992615, -0.254211,-2.751465,-1.502838, 0.470960,-0.116200,0.548660, 0.005127,-0.002319,1.012024, -4.949646,11.947937,7.439423, -0.074340,-0.118580,0.452480
Tue May 16 21:25:47 2023,233312,0,0,-0.002136,0.000366,0.985107, -0.403748,-2.489777,-1.457977, 0.468860,-0.113120,0.550900, 0.001709,0.003174,1.017090, -4.994507,11.985321,8.291779, -0.074480,-0.121800,0.445480
Tue May 16 21:25:47 2023,292761,0,0,0.001770,0.002686,0.987305, -0.456085,-3.192596,-1.734619, 0.468300,-0.111160,0.549220, 0.006714,-0.001282,1.020691, -4.830017,12.037659,7.865601, -0.078960,-0.119140,0.444780
Tue May 16 21:25:47 2023,352207,0,0,0.000793,0.002563,0.992004, -0.800018,-2.766418,-1.921539, 0.471240,-0.114940,0.546840, 0.000732,0.004333,1.016174, -4.807587,11.484375,8.560944, -0.080220,-0.121940,0.448280
Tue May 16 21:25:47 2023,411661,0,0,0.001953,-0.002625,0.998352, -0.852356,-2.729034,-1.540222, 0.472640,-0.113400,0.545300, 0.005554,0.005066,1.020447, -5.016937,11.618958,8.403931, -0.081200,-0.118440,0.442960
Tue May 16 21:25:47 2023,458752,0,0,-0.002319,-0.013062,1.005920, -1.128998,-2.803802,-1.786957, 0.472780,-0.112700,0.549360, 0.003418,0.001160,1.020874, -4.874878,11.484375,8.493652, -0.080780,-0.122500,0.443940
Tue May 16 21:25:47 2023,505873,0,0,0.001953,-0.005493,1.003052, -0.859833,-3.170166,-1.921539, 0.471380,-0.111580,0.547820, 0.005493,0.021729,1.022461, -4.979553,11.514282,8.030090, -0.079240,-0.122080,0.443660
Tue May 16 21:25:47 2023,565525,0,0,-0.005676,0.002075,0.988098, -1.031799,-3.723450,-1.988831, 0.471800,-0.111860,0.544600, 0.003235,-0.004395,1.014465, -5.016937,12.007751,7.835693, -0.075320,-0.118160,0.446320
Tue May 16 21:25:47 2023,624943,0,0,-0.001282,0.001953,0.992615, -0.852356,-3.342133,-2.011261, 0.473060,-0.114380,0.540960, 0.005249,0.002808,1.024353, -3.110352,11.888123,8.239441, -0.080080,-0.122500,0.443100
Tue May 16 21:25:47 2023,685009,0,0,0.005127,-0.004700,1.001282, -1.286011,-3.663635,-2.489777, 0.474040,-0.115640,0.546840, 0.000488,-0.005554,1.000671, -4.897308,11.903076,8.015137, -0.074060,-0.120540,0.448980
Tue May 16 21:25:47 2023,744674,0,0,-0.005127,-0.003906,0.995667, -0.994415,-2.788849,-2.041168, 0.473480,-0.111300,0.552720, 0.000610,0.004700,1.020386, -4.807587,11.379700,8.523560, -0.075600,-0.121940,0.447300
Tue May 16 21:25:47 2023,804089,0,0,0.006042,-0.003296,0.998352, -1.001892,-2.930908,-2.093506, 0.472640,-0.109060,0.550480, 0.003357,-0.007874,1.009277, -4.620667,11.723633,7.858124, -0.075460,-0.118160,0.447160
Tue May 16 21:25:47 2023,863571,0,0,-0.004517,-0.005005,0.998352, -0.785065,-2.392578,-1.502838, 0.471940,-0.109060,0.554400, 0.001465,0.006653,1.022583, -4.501038,11.252594,8.650665, -0.078960,-0.115780,0.445620
Tue May 16 21:25:47 2023,910596,0,0,0.002502,-0.011047,1.002808, -0.628052,-2.945862,-1.076660, 0.470260,-0.112560,0.552300, 0.002197,0.010620,1.025085, -4.583282,11.671295,8.089905, -0.078960,-0.118020,0.447440
Tue May 16 21:25:47 2023,957589,0,0,0.000610,-0.013062,1.008789, -0.620575,-3.065491,-1.652374, 0.472360,-0.107240,0.549500, 0.007568,0.005188,1.023254, -4.785156,11.880646,7.267456, -0.077420,-0.116760,0.457660
Tue May 16 21:25:48 2023,016931,0,0,0.016846,-0.004944,1.005310, -0.456085,-1.996307,-1.330872, 0.478380,-0.108080,0.546420, 0.006897,0.001343,1.024048, -4.904785,11.977844,7.514191, -0.073780,-0.120400,0.455140
Tue May 16 21:25:48 2023,076242,0,0,-0.001770,-0.009277,1.000427, -0.441132,-2.766418,-1.353302, 0.474320,-0.110320,0.545020, 0.004456,0.006165,1.028809, -5.039368,11.985321,7.805786, -0.073920,-0.116340,0.445900
Tue May 16 21:25:48 2023,135536,0,0,-0.012024,-0.001160,0.994141, -0.530853,-3.768311,-1.861725, 0.471940,-0.105840,0.541800, 0.006348,-0.003906,1.020447, -4.732819,11.977844,7.215118, -0.077840,-0.117040,0.450660
Tue May 16 21:25:48 2023,195052,0,0,-0.001465,-0.010620,1.012329, -0.493469,-2.930908,-1.457977, 0.476840,-0.107520,0.543480, 0.002625,0.004272,1.026001, -4.710388,11.858215,8.254395, -0.080220,-0.112840,0.441140
Tue May 16 21:25:48 2023,254402,0,0,0.008423,-0.007080,1.005066, -0.134583,-1.966400,-1.293488, 0.474460,-0.102340,0.543620, 0.001587,0.005310,1.026123, -4.673004,11.604004,8.097382, -0.076440,-0.118440,0.441700
Tue May 16 21:25:48 2023,313746,0,0,0.007141,-0.008057,1.000793, -0.493469,-1.846771,-0.837402, 0.476980,-0.104720,0.539000, 0.002808,0.000854,1.029114, -4.882355,11.566620,8.119812, -0.077700,-0.118440,0.443100
Tue May 16 21:25:48 2023,360914,0,0,0.005432,-0.007507,0.997681, -0.209351,-1.345825,-0.403748, 0.469840,-0.106820,0.550340, 0.002930,0.000549,1.023254, -4.859924,12.030182,7.760925, -0.080500,-0.118580,0.441700
Tue May 16 21:25:48 2023,408061,0,0,0.001526,-0.005737,0.998413, -0.291595,-2.115936,-1.263580, 0.473060,-0.108080,0.541520, 0.004089,-0.000305,1.021973, -4.874878,11.641388,8.015137, -0.079660,-0.119420,0.447020
Tue May 16 21:25:48 2023,467512,0,0,0.002869,-0.005432,1.003723, -0.523376,-2.609406,-1.241150, 0.474740,-0.106120,0.548940, -0.000183,0.002319,1.015747, -4.777679,11.753540,7.775879, -0.077280,-0.123200,0.441700
Tue May 16 21:25:48 2023,526973,0,0,0.001282,-0.005188,1.007996, -0.530853,-2.766418,-1.046753, 0.474180,-0.106120,0.550900, 0.002258,-0.001587,1.020142, -4.643097,11.596527,7.970276, -0.078960,-0.124040,0.447300
Tue May 16 21:25:48 2023,586531,0,0,-0.002991,-0.009888,1.007568, -0.358887,-2.011261,-0.829926, 0.475720,-0.106680,0.553700, 0.004822,-0.000610,1.021057, -4.844971,11.618958,8.276825, -0.081480,-0.121940,0.452480
Tue May 16 21:25:48 2023,646075,0,0,0.002563,-0.007263,0.998901, -0.396271,-1.517792,-0.747681, 0.475720,-0.107660,0.549780, 0.005249,0.006836,1.022705, -4.762726,11.476898,8.740387, -0.082180,-0.117600,0.453600
Tue May 16 21:25:48 2023,705737,0,0,0.006287,-0.009705,1.013428, -0.605621,-1.921539,-0.957031, 0.472220,-0.107520,0.545860, 0.004700,0.007629,1.022278, -4.575806,11.170349,8.590851, -0.078820,-0.120260,0.454160
Tue May 16 21:25:48 2023,765865,0,0,0.006042,-0.015747,1.008057, -0.560760,-2.631836,-1.861725, 0.475440,-0.106680,0.542780, 0.006165,0.014465,1.030334, -4.897308,11.364746,8.329163, -0.079240,-0.117180,0.447580
Tue May 16 21:25:48 2023,813214,0,0,0.001770,-0.007568,1.002808, -0.650482,-3.753357,-2.497253, 0.476980,-0.109760,0.550900, 0.002441,-0.004333,1.022461, -5.061798,11.671295,7.708588, -0.076580,-0.113540,0.441840
Tue May 16 21:25:48 2023,860540,0,0,-0.004456,-0.008911,0.995789, -0.261688,-2.998199,-1.540222, 0.476560,-0.104300,0.547680, 0.006531,0.005737,1.027649, -4.949646,11.985321,7.805786, -0.077700,-0.116620,0.450240
Tue May 16 21:25:48 2023,920293,0,0,0.007507,-0.012024,1.006714, -0.411224,-2.960815,-1.697235, 0.475720,-0.107240,0.547960, -0.008240,0.003479,1.021912, -4.972076,12.127380,7.446899, -0.077140,-0.117880,0.447720
Tue May 16 21:25:48 2023,979966,0,0,0.004700,-0.007996,1.001526, -0.538330,-2.392578,-1.076660, 0.477540,-0.105980,0.549080, 0.005859,0.003479,1.024963, -4.822540,11.783447,7.895508, -0.078400,-0.113820,0.450100
Tue May 16 21:25:49 2023,039691,0,0,0.002991,-0.012146,1.015259, -0.082245,-2.205658,-1.099091, 0.476700,-0.108360,0.542920, 0.003052,0.010437,1.029419, -4.762726,11.932983,7.985229, -0.078540,-0.118160,0.447860
Tue May 16 21:25:49 2023,099524,0,0,0.017822,-0.009521,1.000854, -0.127106,-2.527161,-1.517792, 0.481600,-0.108360,0.548100, 0.005249,0.003052,1.023376, -4.575806,11.925507,7.940369, -0.080780,-0.116480,0.458080
Tue May 16 21:25:49 2023,158898,0,0,0.003906,-0.009888,1.009460, -0.179443,-2.818756,-1.173859, 0.477400,-0.107100,0.543620, 0.004333,0.012024,1.031372, -5.046844,12.007751,7.446899, -0.076300,-0.122360,0.448280
Tue May 16 21:25:49 2023,218277,0,0,0.002075,-0.016052,0.995911, -0.134583,-4.082336,-1.884155, 0.478100,-0.108920,0.546420, 0.005920,-0.001038,1.026428, -5.278625,12.897491,6.751556, -0.078820,-0.116900,0.455000
Tue May 16 21:25:49 2023,265436,0,0,0.007690,-0.010559,1.008606, 0.321503,-4.889832,-2.893524, 0.474320,-0.112560,0.544320, 0.001221,0.001404,1.020752, -4.859924,13.039551,6.295471, -0.080220,-0.117180,0.455560
Tue May 16 21:25:49 2023,312595,0,0,0.000977,-0.008972,1.002502, 0.358887,-5.278625,-3.745880, 0.480900,-0.111020,0.546000, 0.008301,0.004456,1.027527, -5.420685,12.785339,6.527252, -0.076860,-0.117600,0.458500
Tue May 16 21:25:49 2023,372232,0,0,0.002991,-0.004395,1.001221, 0.844879,-6.175842,-3.917847, 0.481600,-0.110320,0.537180, 0.003235,-0.005615,1.012085, -5.046844,13.226471,6.287994, -0.083440,-0.119140,0.451080
Tue May 16 21:25:49 2023,431612,0,0,-0.001770,0.001343,0.990295, 0.366364,-6.385193,-4.575806, 0.479780,-0.111020,0.534660, -0.001892,-0.015320,1.019653, -4.717865,13.533020,7.043152, -0.084560,-0.119280,0.451360
Tue May 16 21:25:49 2023,491436,0,0,-0.005981,-0.001038,0.990967, 1.472931,-4.530945,-2.557068, 0.483000,-0.109340,0.549500, 0.004517,-0.014587,1.013855, -4.074860,12.433929,8.575897, -0.083720,-0.115360,0.445620
Tue May 16 21:25:49 2023,550833,0,0,0.003662,-0.004333,0.994934, 1.368256,-1.405640,-1.831818, 0.484540,-0.114240,0.538720, -0.004578,0.011597,1.024048, -4.209442,12.142334,10.033875, -0.087920,-0.115500,0.450240
Tue May 16 21:25:49 2023,610253,0,0,0.018311,-0.014893,1.018188, 1.779480,-1.622467,-1.054230, 0.487480,-0.115220,0.546280, -0.008118,0.014526,1.029846, -4.747772,12.119904,9.682465, -0.087780,-0.117740,0.457380
Tue May 16 21:25:49 2023,669486,0,0,0.018127,-0.014282,1.023132, 1.450500,-2.377625,-1.472931, 0.481040,-0.116480,0.542360, -0.002441,0.015076,1.032410, -5.106659,13.600311,7.125397, -0.081480,-0.117320,0.451920
Tue May 16 21:25:49 2023,716659,0,0,0.006409,0.000610,0.992126, 1.607513,-3.865509,-2.100983, 0.484820,-0.112280,0.541100, -0.003845,0.000427,1.020325, -4.949646,14.153595,6.101074, -0.085540,-0.115780,0.454860
Tue May 16 21:25:49 2023,763860,0,0,0.006348,0.007019,1.006165, 1.958923,-5.188904,-2.901001, 0.479360,-0.117320,0.541940, -0.008850,0.002319,1.022522, -5.024414,13.899384,7.005768, -0.084420,-0.117740,0.449680
Tue May 16 21:25:49 2023,823787,0,0,0.008972,0.003235,0.990723, 1.712189,-5.428162,-2.766418, 0.484960,-0.116200,0.546560, 0.000793,0.012390,1.032837, -5.158997,14.011536,6.833801, -0.086240,-0.120820,0.444920
Tue May 16 21:25:49 2023,883496,0,0,0.014587,0.010010,1.002747, 1.929016,-6.071167,-2.153320, 0.488040,-0.114100,0.543760, -0.015991,-0.002075,1.018250, -4.942169,13.936768,7.035675, -0.087780,-0.115640,0.455420
Tue May 16 21:25:49 2023,943164,0,0,0.016663,-0.001160,1.005493, 2.721558,-2.975769,-0.134583, 0.488460,-0.117460,0.546280, -0.006531,0.018677,1.022644, -5.405731,13.936768,7.364655, -0.087500,-0.117600,0.450380
Tue May 16 21:25:50 2023,002769,0,0,0.011902,0.007690,0.982483, 2.392578,-2.362671,-0.852356, 0.491540,-0.116480,0.544040, -0.016663,0.002258,1.019043, -5.622559,14.886322,6.287994, -0.087500,-0.115920,0.450660
Tue May 16 21:25:50 2023,062527,0,0,0.002625,0.015076,0.987610, 1.629944,-3.379517,-1.390686, 0.488740,-0.120960,0.547820, -0.009399,-0.008301,1.026001, -5.839386,14.624634,6.355286, -0.090440,-0.117880,0.448280
Tue May 16 21:25:50 2023,121967,0,0,0.010315,0.006775,0.994324, 2.272949,-2.796326,-0.134583, 0.491400,-0.119140,0.544880, -0.018250,-0.003662,1.030273, -6.130981,14.766693,6.945953, -0.093660,-0.117880,0.449820
Tue May 16 21:25:50 2023,169117,0,0,0.018127,0.033203,0.979553, 0.725250,-3.080444,0.732727, 0.491260,-0.120820,0.544180, -0.042847,-0.033630,1.022644, -6.751556,13.914337,7.603912, -0.097300,-0.116200,0.446740
Tue May 16 21:25:50 2023,216277,0,0,0.039368,0.021301,0.979980, 1.345825,0.859833,4.859924, 0.487480,-0.118300,0.542500, -0.029541,0.016724,1.028320, -6.400146,11.693726,11.686249, -0.094920,-0.114940,0.441700
Tue May 16 21:25:50 2023,276178,0,0,0.047791,0.015015,0.990417, 0.396271,-2.983246,-0.957031, 0.490140,-0.119980,0.541940, -0.033691,0.030273,1.035706, -6.138458,12.142334,7.641296, -0.094360,-0.112700,0.447300
Tue May 16 21:25:50 2023,335647,0,0,0.039429,-0.021057,1.017456, -2.295380,-4.097290,-6.579590, 0.485520,-0.118160,0.541800, -0.016052,0.016785,1.044617, -7.843170,12.508698,3.439331, -0.092540,-0.117600,0.449960
Tue May 16 21:25:50 2023,395027,0,0,0.041016,-0.014404,1.021240, -1.271057,-7.888031,-12.426453, 0.494060,-0.118580,0.543480, -0.046936,-0.010864,0.993591, -8.912354,15.716248,-0.471039, -0.097160,-0.112000,0.447580
Tue May 16 21:25:50 2023,454874,0,0,0.027710,0.048096,0.950134, 2.205658,-10.235748,-13.712463, 0.490700,-0.118440,0.542220, -0.033386,-0.054688,1.007935, -9.248810,12.172241,2.975769, -0.100660,-0.111860,0.441280
Tue May 16 21:25:50 2023,514637,0,0,0.057068,0.023560,0.975769, 9.353485,-11.536713,-12.605896, 0.498120,-0.120960,0.541380, -0.042419,-0.023926,0.999634, -6.953430,13.891907,0.358887, -0.102060,-0.106540,0.446740
Tue May 16 21:25:50 2023,574019,0,0,0.039429,-0.003418,1.004211, 14.946136,-13.540497,-17.114410, 0.501060,-0.125720,0.543340, -0.022217,0.019348,1.021973, -6.975861,15.148010,-1.308441, -0.105560,-0.107940,0.441980
Tue May 16 21:25:50 2023,621185,0,0,0.053528,0.021790,1.000366, 18.250885,-15.888214,-23.589325, 0.499520,-0.134120,0.543480, -0.065918,-0.000488,1.016479, -9.233856,15.529327,-4.052429, -0.107800,-0.108780,0.447580
Tue May 16 21:25:50 2023,668333,0,0,0.040710,-0.003967,0.993164, 19.095764,-16.912537,-24.538879, 0.505540,-0.134120,0.547400, -0.040100,0.036438,1.022034, -12.456360,13.607788,-3.334656, -0.110460,-0.101220,0.445200
Tue May 16 21:25:50 2023,727991,0,0,0.071655,-0.020508,1.024353, 14.863892,-16.262054,-23.970642, 0.510300,-0.141820,0.546700, -0.041077,0.038757,1.031738, -19.230347,11.611481,-3.947754, -0.103600,-0.095760,0.441980
Tue May 16 21:25:50 2023,787354,0,0,0.053650,0.014832,0.984009, 7.633820,-15.940552,-26.931458, 0.513100,-0.142520,0.547960, -0.033569,-0.009521,1.005615, -26.430511,7.245026,-5.196381, -0.107660,-0.082880,0.440020
Tue May 16 21:25:50 2023,847327,0,0,0.057800,0.071777,0.907410, 5.876770,-13.256378,-32.770844, 0.510860,-0.145600,0.550060, -0.018433,-0.125916,0.949585, -28.045502,5.779572,-11.297455, -0.102340,-0.082320,0.447580
Tue May 16 21:25:50 2023,907685,0,0,0.042725,0.089478,0.903381, 13.271332,-7.693634,-37.817688, 0.520240,-0.147700,0.547680, 0.002747,-0.116821,0.952942, -26.639862,3.992615,-17.951813, -0.097020,-0.073640,0.443240
Tue May 16 21:25:50 2023,967180,0,0,0.039612,0.044983,0.921753, 18.303223,-9.854431,-46.281433, 0.515060,-0.150920,0.547960, -0.027222,-0.064636,0.945496, -26.856689,-1.121521,-17.645264, -0.091560,-0.064960,0.441140
Tue May 16 21:25:51 2023,025565,0,0,0.024231,-0.241028,1.070862, 13.742371,-6.886139,-46.341248, 0.512400,-0.153720,0.546840, 0.068604,0.184448,0.899780, -40.337372,-9.592743,-15.559235, -0.086660,-0.052360,0.447300
Tue May 16 21:25:51 2023,072644,0,0,-0.139587,-0.481812,1.342102, -0.620575,8.097382,-50.042267, 0.510580,-0.152460,0.550480, 0.195801,0.418945,1.008545, -64.965973,-14.220886,-14.288177, -0.080500,-0.029260,0.435540
Tue May 16 21:25:51 2023,119718,0,0,-0.025208,-0.496460,1.429138, -23.477173,34.886780,-50.535736, 0.495460,-0.149800,0.557060, 0.085693,0.391174,0.890686, -89.975891,-1.600037,-28.688507, -0.075740,0.008540,0.427280
Tue May 16 21:25:51 2023,179025,0,0,0.331360,-0.058716,0.754089, -65.145416,-20.994873,-61.033173, 0.485100,-0.121940,0.546280, -0.271667,-0.154419,1.058105, -78.551331,-0.785065,-80.644836, -0.077700,0.040880,0.418320
Tue May 16 21:25:51 2023,238815,0,0,0.268127,0.010071,0.605042, -49.743195,-61.661224,-46.378632, 0.492380,-0.076300,0.532140, -0.409668,-0.720398,0.721313, -57.362061,21.607971,-107.680969, -0.105420,0.060480,0.397600
Tue May 16 21:25:51 2023,298753,0,0,0.160950,0.065002,0.873169, -49.466553,-72.525024,-56.046143, 0.520240,-0.052780,0.518000, -0.119141,-0.290222,1.723694, 8.037567,-16.613464,-109.198761, -0.122080,0.076300,0.396060
Tue May 16 21:25:51 2023,358114,0,0,-0.123535,0.156494,0.802185, -44.359894,-110.619354,-69.840851, 0.536480,-0.031080,0.496720, -0.458252,-0.701660,0.960388, 98.753662,38.864441,-127.307587, -0.183960,0.020020,0.402360
Tue May 16 21:25:51 2023,417325,0,0,-0.185669,0.269714,0.789185, -63.104248,-78.065338,-42.475739, 0.567140,0.010360,0.459760, 0.084961,-0.545349,1.341431, 123.965454,-69.691315,58.677979, -0.164080,-0.053900,0.434560
Tue May 16 21:25:51 2023,471362,0,0,-0.194824,0.315491,0.905518, -35.140991,-57.257385,-39.664459, 0.579600,0.032760,0.427000, 0.234131,-0.063660,1.038269, 185.761261,17.899475,-6.355286, -0.144060,-0.127680,0.443520
Tue May 16 21:25:51 2023,518442,0,0,-0.319946,0.138489,1.064575, -17.929382,-25.443573,38.460693, 0.593320,0.035000,0.411320, 0.051086,0.076294,0.792725, 184.923859,25.473480,-36.935425, -0.144200,-0.221200,0.433020
Tue May 16 21:25:51 2023,565507,0,0,0.125122,-0.183411,1.190674, -1.973877,-3.005676,85.444946, 0.615300,0.026740,0.416080, -0.152710,-0.120850,0.667053, 166.979523,28.314667,-56.277924, -0.139160,-0.312340,0.408800
Tue May 16 21:25:51 2023,624857,0,0,-0.038269,-0.257019,1.210632, -0.657959,-4.785156,37.630768, 0.636300,0.015260,0.407680, 0.029419,-0.043091,0.955505, 119.098053,-1.069183,14.908752, -0.128240,-0.392140,0.375900
Tue May 16 21:25:51 2023,684235,0,0,0.154419,-0.432678,1.446533, -21.907043,10.407715,2.100983, 0.638260,0.015820,0.404460, 0.065063,0.339722,1.146301, 27.836151,17.906952,30.886688, -0.129360,-0.421120,0.355460
Tue May 16 21:25:51 2023,743625,0,0,-0.011536,-0.085632,1.353088, -5.600128,-5.233765,-28.307190, 0.619780,0.022260,0.396760, -0.065002,0.045837,1.008362, -69.728699,37.735443,-10.863800, -0.134960,-0.411880,0.373800
Tue May 16 21:25:51 2023,802973,0,0,-0.182617,-0.770508,0.984070, 24.284668,15.379791,-3.476715, 0.620760,0.023940,0.410200, 0.425476,0.089417,1.080078, -53.406830,11.304932,-57.234955, -0.149660,-0.387240,0.366940
Tue May 16 21:25:51 2023,862365,0,0,-0.061401,0.237793,0.846619, -14.938660,-19.394836,-33.361511, 0.610960,0.031640,0.401940, -0.138916,-0.323669,0.873596, -67.104340,32.890472,13.271332, -0.148820,-0.371700,0.384160
Tue May 16 21:25:51 2023,914236,0,0,-0.031677,-0.098938,0.992859, 47.133789,11.940460,27.424927, 0.607040,0.029820,0.408380, 0.203125,0.174500,0.992126, -38.602753,38.079376,3.768311, -0.161840,-0.345940,0.392980
Tue May 16 21:25:51 2023,961821,0,0,0.035217,-0.115845,0.988953, 18.445282,-35.410156,-12.149811, 0.613620,0.022260,0.417200, -0.149109,0.043457,0.992432, -42.924347,28.905334,10.243225, -0.167160,-0.334460,0.402920
Tue May 16 21:25:52 2023,013733,0,0,0.162476,-0.040833,1.222107, 23.095856,-7.783356,-0.456085, 0.622580,0.013440,0.417620, -0.032532,0.054810,0.995605, -36.120453,12.673187,16.718140, -0.174300,-0.313600,0.407260
